epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1794,1.24774,3.01796,1.26152,0.00687,1,0.51806,0.45868,0.81041,3.02093,0.98432,0.00013336,0.00013336,0.00013336
